Name,NameCanonical,Reconcile,ReconcileCanonical,IsDiffCanonical,OrigName,Phylum,LineNum,DatasetIDs,Line
"Bulimus sanctae-mariae Morelet and Drouet, 1857",Bulimus sanctae-mariae,"Bulimus sanctaemariae Morelet & Drouët, 1857",Bulimus sanctaemariae,true,"sanctae-mariae, Bulimus Morelet and Drouet, 1857",Mollusca,27928,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","sanctae-mariae, Bulimus Morelet and Drouet, 1857, 6:150; as santamarianus, Morelet, 1860d:194, plate 4: figure 6"
"Nautilus (Discus) sangamonensis Meek and Worthen, 1860",Nautilus sangamonensis,Nautilus sangamonense (Meek and Worthen 1860),Nautilus sangamonense,true,"sangamonensis, Nautilus (Discus) Meek and Worthen, 1860",Mollusca,27989,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","sangamonensis, Nautilus (Discus) Meek and Worthen, 1860:470"
"Helix santacruzensis Pfeiffer, 1855",Helix santacruzensis,"Helix sanctacruzensis L. Pfeiffer, 1855",Helix sanctacruzensis,true,"santacruzensis, Helix Pfeiffer, 1855",Mollusca,28017,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","santacruzensis, Helix Pfeiffer, 1855e, 2:104, plate 4: figures 4-6"
"Helix santannaensis Reeve, 1854",Helix santannaensis,Helix santanaensis,Helix santanaensis,true,"santannaensis, Helix Reeve, 1854",Mollusca,28021,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","santannaensis, Helix Reeve, 1854 [in 1851-1870], 7(Helix): plate 191: species 1344, [variation in spelling of santanaensis]"
"Pupa secale sarratina A. Moquin-Tandon, 1855",Pupa secale sarratina,"Pupa secale var. serratina Moquin-Tandon, 1856",Pupa secale serratina,true,"sarratina, Pupa secale A. Moquin-Tandon, 1855",Mollusca,28040,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","sarratina, Pupa secale A. Moquin-Tandon, 1855b. 2:366"
"Lithodomus saucatsensis Mayer, 1858",Lithodomus saucatsensis,"Lithodomus saucatensis Mayer, 1858",Lithodomus saucatensis,true,"saucatsensis, Lithodomus Mayer, 1858",Mollusca,28058,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","saucatsensis, Lithodomus Mayer, 1858 [in 1857-1869], 7:78"
"Bithinia saulcyi Bourguignat, 1853",Bithinia saulcyi,"Bithynia saulcyi Bourguignat, 1853",Bithynia saulcyi,true,"saulcyi, Bithinia Bourguignat, 1853",Mollusca,28064,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","saulcyi, Bithinia Bourguignat, 1853e:63, plate 2: figures 43-45"
"Turritella sauvagea Buvignier, 1852",Turritella sauvagea,Turritella sauvagei Buvignier 1852,Turritella sauvagei,true,"sauvagea, Turritella Buvignier, 1852",Mollusca,28080,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","sauvagea, Turritella Buvignier, 1852, atlas page 40, plate 32: figures 15, 16"
"Myochoncha scabra Terquem and Piette, 1865",Myochoncha scabra,"Myoconcha scabra Terquem & Piette, 1865",Myoconcha scabra,true,"scabra, Myochoncha Terquem and Piette, 1865",Mollusca,28117,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","scabra, Myochoncha Terquem and Piette, 1865, 8:84, plate 9: figures 4-6"
"Pleurotoma scabriuscula F. Edwards, 1860",Pleurotoma scabriuscula,Pleurotoma scabriusculum,Pleurotoma scabriusculum,true,"scabriuscula, Pleurotoma F. Edwards, 1860",Mollusca,28137,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","scabriuscula, Pleurotoma F. Edwards, 1860 (in 1852-1877], 3:254, plate 29: figures 2 a-c"
"Odontostoma scalare F. Sandberger, 1863",Odontostoma scalare,Odontostomia scalaris,Odontostomia scalaris,true,"scalare, Odontostoma F. Sandberger, 1863",Mollusca,28151,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","scalare, Odontostoma F. Sandberger, 1863:169, plate 16: figure 3 a"
"Actaeon scalaris Schafhäutl, 1863",Actaeon scalaris,"Acteon scalaris A. d'Orbigny, 1842",Acteon scalaris,true,"scalaris, Actaeon Schafhäutl, 1863",Mollusca,28184,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","scalaris, Actaeon Schafhäutl, 1863:184, plate 47: figure 18"
"Modiola schafhautli Winkler, 1861",Modiola schafhautli,Modiola schafhaeutli Stur 1851,Modiola schafhaeutli,true,"schafhautli, Modiola Winkler, 1861",Mollusca,28262,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","schafhautli, Modiola Winkler, 1861, 13:491, plate 9: figure 6"
"Wilkinsonaea schomburghiana Chitty, 1857",Wilkinsonaea schomburghiana,"Wilkinsonaea schomburghkiana Chitty, 1857",Wilkinsonaea schomburghkiana,true,"schomburghiana, Wilkinsonaea Chitty, 1857",Mollusca,28304,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","schomburghiana, Wilkinsonaea Chitty, 1857b: 171"
"Amnicola schrökingeri Frauenfeld, 1863",Amnicola schroekingeri,Amnicola schroekinger,Amnicola schroekinger,true,"schrökingeri, Amnicola Frauenfeld, 1863",Mollusca,28328,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","schrökingeri, Amnicola Frauenfeld, 1863b, 13:1030; 1865 [in 1864- 1868], 15:528, plate 10"
"Macrochisma scutiformis Nevill, in Nevill and Nevill, 1869",Macrochisma scutiformis,"Macroschisma scutiformis G. Nevill & H. Nevill, 1869",Macroschisma scutiformis,true,"scutiformis, Macrochisma Nevill, in Nevill and Nevill, 1869",Mollusca,28471,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","scutiformis, Macrochisma Nevill, in Nevill and Nevill, 1869, 38(2): 163, plate 17: figure 14"
"Caecum searles-woodii Carpenter, in MacAndrew, 1856",Caecum searles-woodii,"Caecum searleswoodii P. P. Carpenter, 1859",Caecum searleswoodii,true,"searles-woodii, Caecum Carpenter, in MacAndrew, 1856",Mollusca,28487,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","searles-woodii, Caecum Carpenter, in MacAndrew, 1856:149; P. Carpenter, 1858:430"
"Helix seisseti Montrouzier, in Souverbie and Montrouzier, 1860",Helix seisseti,"Helix saisseti Montrouzier, 1860",Helix saisseti,true,"seisseti, Helix Montrouzier, in Souverbie and Montrouzier, 1860",Mollusca,28538,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","seisseti, Helix Montrouzier, in Souverbie, in Souverbie and Montrouzier, 1860 [in 1859-1870], 8:205, 313, plate 11: figure 4; Gassies, 1863, 24:229, plate 1: figure 8"
"Cardium semi-asperum Deshayes, 1858",Cardium semi-asperum,"Cardium semiasperum Deshayes, 1858",Cardium semiasperum,true,"semi-asperum, Cardium Deshayes, 1858",Mollusca,28569,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","semi-asperum, Cardium Deshayes, 1858 [in 1856-1865], 1:573, plate 55: figures 1, 2"
"Rissoa semicarinatus Folin, 1870",Rissoa semicarinatus,"Rissoa semicarinata de Folin, 1870",Rissoa semicarinata,true,"semicarinatus, Rissoa Folin, 1870",Mollusca,28574,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","semicarinatus, Rissoa Folin, 1870 [in 1867-1871], 1:250, plate 31: figure 8"
"Tellina semi-inflata G. Sowerby, 1869",Tellina semi-inflata,"Tellina semiinflata G. B. Sowerby II, 1869",Tellina semiinflata,true,"semi-inflata, Tellina G. Sowerby, 1869",Mollusca,28627,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","semi-inflata, Tellina G. Sowerby, 1869 [in 1865-1870], 16(TeIlina): plate 57: species 334"
"Modiola semilevigata Deshayes, 1861",Modiola semilevigata,"Modiola semilaevigata Deshayes, 1858",Modiola semilaevigata,true,"semilevigata, Modiola Deshayes, 1861",Mollusca,28638,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","semilevigata, Modiola Deshayes, 1861 [in 1856-1865], 2:26 [variation in spelling of semilaevigata]"
"Nerinaea seminodosa Eichwald, 1868",Nerinaea seminodosa,Nerinea seminodosa Eichwald 1868,Nerinea seminodosa,true,"seminodosa, Nerinaea Eichwald, 1868",Mollusca,28653,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","seminodosa, Nerinaea Eichwald, 1868 [in 1853-1868], 2:846, plate 28: figure 16"
"Corbulomya seminulus Deshayes, 1857",Corbulomya seminulus,"Corbulomya seminulum Deshayes, 1857",Corbulomya seminulum,true,"seminulus, Corbulomya Deshayes, 1857",Mollusca,28674,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","seminulus, Corbulomya Deshayes, 1857 [in 1856-1865], 1:208; as semen, plate 13: figures 32-35"
"Melanella hollandri semiplicata Brusina, 1870",Melanella hollandri semiplicata,"Melanella holandri var. semiplicata Brusina, 1870",Melanella holandri semiplicata,true,"semiplicata, Melanella hollandri Brusina, 1870",Mollusca,28694,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","semiplicata, Melanella hollandri Brusina, 1870d:14"
"Clavigella semisulcata Forbes, 1856",Clavigella semisulcata,Clavagella semisulcata,Clavagella semisulcata,true,"semisulcata, Clavigella Forbes, 1856",Mollusca,28740,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","semisulcata, Clavigella Forbes, 1856a, 7:139, plate 17: figure 1"
"Cyclostrema (Daronia) semisulcata Issel, 1869",Cyclostrema semisulcata,"Cyclostrema semisulcatum Issel, 1869",Cyclostrema semisulcatum,true,"semisulcata, Cyclostrema (Daronia) Issel, 1869",Mollusca,28742,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","semisulcata, Cyclostrema (Daronia) Issel, 1869b:287, plate 5: figure 6"
"Solecurtus senfti Andree, 1860",Solecurtus senfti,Solecurtus senftii Andree 1860,Solecurtus senftii,true,"senfti, Solecurtus Andree, 1860",Mollusca,28787,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","senfti, Solecurtus Andree, 1860. 12:582, plate 14: figure 1 a.b"
"Modiola senhausii Reeve, 1857",Modiola senhausii,Modiola senhousia,Modiola senhousia,true,"senhausii, Modiola Reeve, 1857",Mollusca,28788,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","senhausii, Modiola Reeve, 1857 [in 1851-1870], lO(Modiola): plate 5: species 22"
"Helix shanghiensis Pfeiffer, 1853",Helix shanghiensis,Helix shanghaiensis Pfr.,Helix shanghaiensis,true,"shanghiensis, Helix Pfeiffer, 1853",Mollusca,28946,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","shanghiensis, Helix Pfeiffer, 1853b, 10:56; 1853i:59; Reeve, 1853 [in 1851-1870], 7(Helix): plate 157: species 1027"
"Lymnaea (Limnophysa) shurtleffii Tryon, 1866",Lymnaea shurtleffii,"Limnaea (Limnophysa) shurtleffii Tryon, 1866",Limnaea shurtleffii,true,"shurtleffii, Lymnaea (Limnophysa) Tryon, 1866",Mollusca,28987,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","shurtleffii, Lymnaea (Limnophysa) Try on, 1866g, 2:111, plate 10: figures 4, 5"
"Scala shutanurensis Stoliczka, 1868",Scala shutanurensis,Scala schutanurensis Stoliczka 1868,Scala schutanurensis,true,"shutanurensis, Scala Stoliczka, 1868",Mollusca,28989,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","shutanurensis, Scala Stoliczka, 1868 [in 1867-1868], 2:233, plate 18: figures 6-8"
"Ceromya similis Lycett, in Morris, 1853",Ceromya similis,Ceroma similis,Ceroma similis,true,"similis, Ceromya Lycett, in Morris, 1853",Mollusca,29087,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","similis, Ceromya Lycett, in Morris, 1853, 9:340, plate 14: figure 2; Morris and Lycett, 1853 [in 1853-1854], 2:109, plate 12: figure 12"
"Skenea simplex Reuss, 1867",Skenea simplex,Skenea slmplex Reuss 1867,Skenea slmplex,true,"simplex, Skenea Reuss, 1867",Mollusca,29185,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","simplex, Skenea Reuss, 1867, 55(1): 151, plate 8: figure 2"
"Pileopsis sinuosa Fried. Roemer, 1850",Pileopsis sinuosa,Pilopsis sinuosa,Pilopsis sinuosa,true,"sinuosa, Pileopsis Fried. Roemer, 1850",Mollusca,29302,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","sinuosa, Pileopsis Fried. Roemer, 1850 [in 1850-1852], 3:33, plate 5: figure 6"
"Cytherea sismondai Mayer, 1861",Cytherea sismondai,Cytherea sismondae,Cytherea sismondae,true,"sismondai, Cytherea Mayer, 1861",Mollusca,29327,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","sismondai, Cytherea Mayer, 1861 (in 1861-1870], 9:62, plate 3: figure 6"
"Diplothyra smithi Tryon, 1862",Diplothyra smithi,"Diplothyra smithii Tryon, 1862",Diplothyra smithii,true,"smithi, Diplothyra Tryon, 1862",Mollusca,29359,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","smithi, Diplothyra Tryon, 1862b:450, figure"
"Mitra sollingensis Speyer, 1864",Mitra sollingensis,Mitra soellingensis Speyer 1864,Mitra soellingensis,true,"sollingensis, Mitra Speyer, 1864",Mollusca,29489,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","sollingensis, Mitra Speyer, 1864, 9:257, plate 40: figures 1 a,b"
"Limax da-campi sordellii Bettoni, 1870",Limax da-campi sordellii,"Limax dacampi var. sordellii Bettoni, 1870",Limax dacampi sordellii,true,"sordellii, Limax da-campi Bettoni, 1870",Mollusca,29513,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","sordellii, Limax da-campi Bettoni, 1870, 3:164, plate 4: figure 2 a"
"Donax sordida Reeve, 1854",Donax sordida,Donax sordidus,Donax sordidus,true,"sordida, Donax Reeve, 1854",Mollusca,29516,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","sordida, Donax Reeve, 1854 [in 1851-1870], 8(Donax): plate 5: species 32"
"Marginella sowerbianum Petit de la Saussaye, 1851",Marginella sowerbianum,"Marginella sowerbyana Petit de la Saussaye, 1851",Marginella sowerbyana,true,"sowerbianum, Marginella Petit de la Saussaye, 1851",Mollusca,29569,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","sowerbianum, Marginella Petit de la Saussaye, 1851c, 2:53, 57"
"Lithodomus sowerbyi Thurmann, in Thurmann and Etallon, 1862",Lithodomus sowerbyi,Lithodomus sowerbii,Lithodomus sowerbii,true,"sowerbyi, Lithodomus Thurmann, in Thurmann and Etallon, 1862",Mollusca,29581,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","sowerbyi, Lithodomus Thurmann, in Thurmann and Etallon, 1862: 225"
"Ostrea sowerbyi Morris and Lycett, 1853",Ostrea sowerbyi,Ostrea sowerbyii,Ostrea sowerbyii,true,"sowerbyi, Ostrea Morris and Lycett, 1853",Mollusca,29584,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","sowerbyi, Ostrea Morris and Lycett, 1853 [in 1853-1854], 2:4, plate 1: figure 3 a"
"Rostellaria sowerbyi Orbigny, 1852",Rostellaria sowerbyi,Rostellaria sowerbii,Rostellaria sowerbii,true,"sowerbyi, Rostellaria Orbigny, 1852",Mollusca,29585,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","sowerbyi, Rostellaria Orbigny, 1852 [in 1850-1852], 3:59"
"Melania sparsim-nodosa Busch, 1858",Melania sparsim-nodosa,"Melania sparsimnodosa von dem Busch, 1858",Melania sparsimnodosa,true,"sparsim-nodosa, Melania Busch, 1858",Mollusca,29605,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","sparsim-nodosa, Melania Busch, 1858, 5:36; as sparsinodosa. Reeve, 1860 [in 1851-1870], 12(Melania): plate 31: species 208"
"Arca spatulata Deshayes, 1858",Arca spatulata,"Arca spathulata Deshayes, 1858",Arca spathulata,true,"spatulata, Arca Deshayes, 1858",Mollusca,29626,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","spatulata, Arca Deshayes, 1858 [in 1856-1865], atlas I: plate 70: figures 13-15"
"Gyrodes spillmanii Gabb, 1861",Gyrodes spillmanii,Gyrodes (Sohlella) spillmani (Gabb 1861),Gyrodes spillmani,true,"spillmanii, Gyrodes Gabb, 1861",Mollusca,29759,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","spillmanii, Gyrodes Gabb, 1861b:320"
"Cerithium spinicostatum T. Wright, 1860",Cerithium spinicostatum,Cerithium spinicostata (Hudleston 1889),Cerithium spinicostata,true,"spinicostatum, Cerithium T. Wright, 1860",Mollusca,29787,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","spinicostatum, CerithiumT. Wright, 1860a, 16:37"
"Bivonia triquetra spirobis Mörch, 1862",Bivonia triquetra spirobis,Bivonia triquetra spirorbis,Bivonia triquetra spirorbis,true,"spirobis, Bivonia triquetra Mörch, 1862",Mollusca,29850,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","spirobis, Bivonia triquetra Mörch, 1862 [in 1861-1862]:55"
"Pleurotomaria spirula Eichwald, 1860",Pleurotomaria spirula,Pleurotomaria spiralis,Pleurotomaria spiralis,true,"spirula, Pleurotomaria Eichwald, 1860",Mollusca,29860,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","spirula, Pleurotomaria Eichwald, 1860 (in 1853-1868], 1:1180, plate 42: figure 3"
"Clausillia spreta Frivaldsky, in Küster, 1861",Clausillia spreta,"Clausilia spreta Küster, 1861",Clausilia spreta,true,"spreta, Clausillia Frivaldsky, in Küster, 1861",Mollusca,29914,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","spreta, Clausillia Frivaldsky, in Küster, 1861 [in 1844-1862], 1(14): 311, plate 35: figures 18-20"
"Muricidea dubia squamulata P. Carpenter, 1865",Muricidea dubia squamulata,"Muricidea dubius var. squamulatus Carpenter, 1866",Muricidea dubius squamulatus,true,"squamulata, Muricidea dubia P. Carpenter, 1865",Mollusca,29957,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","squamulata, Muricidea dubia P. Carpenter, 1865e:281"
"Nerinea staszycii Zeuschner, 1850",Nerinea staszycii,"Nerinea staszyci Peters, 1855",Nerinea staszyci,true,"staszycii, Nerinea Zeuschner, 1850",Mollusca,29987,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","staszycii, Nerinea Zeuschner, 1850a, 3:139, plate 17: figures 16-19"
"Nucula stella Winchell, 1862",Nucula stella,Nucula stilla,Nucula stilla,true,"stella, Nucula Winchell, 1862",Mollusca,30002,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","stella, Nucula Winchell, 1862:419"
"Helix stenostrepta Pfeiffer, 1857",Helix stenostrepta,"Helix stenotrepta L. Pfeiffer, 1857",Helix stenotrepta,true,"stenostrepta, Helix Pfeiffer, 1857",Mollusca,30031,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","stenostrepta, Helix Pfeiffer, 1857c, 3:260"
"Hydrobia stongylostoma Brusina, 1866",Hydrobia stongylostoma,Hydrobia strongylostoma Brusina 1866,Hydrobia strongylostoma,true,"stongylostoma, Hydrobia Brusina, 1866",Mollusca,30098,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","stongylostoma, Hydrobia Brusina, 1866:29, plate 3: figure 11"
"Monoptygma striata Gray, in A. Adams, 1854",Monoptygma striata,"Monotygma striata Gray, 1847",Monotygma striata,true,"striata, Monoptygma Gray, in A. Adams, 1854",Mollusca,30190,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","striata, Monoptygma Gray, in A. Adams, 1854h:816, plate 172: figure 18"
"Myacites striato-granulata C. Moore, 1861",Myacites striato-granulata,"Myacites striatogranulata Moore, 1861",Myacites striatogranulata,true,"striato-granulata, Myacites C. Moore, 1861",Mollusca,30252,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","striato-granulata, Myacites C. Moore, 1861, 17:506, plate 16: figure 1"
"Fusus striato-nodosus Hupe, 1854",Fusus striato-nodosus,"Fusus striatonodosus Hupé, 1854",Fusus striatonodosus,true,"striato-nodosus, Fusus Hupe, 1854",Mollusca,30253,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","striato-nodosus, Fusus Hupe, 1854a, 8:174, plate 2: figure 5"
"Lophyrus striato-squamosus P. Carpenter, 1856",Lophyrus striato-squamosus,"Lophyrus striatosquamosus Carpenter, 1857",Lophyrus striatosquamosus,true,"striato-squamosus, Lophyrus P. Carpenter, 1856",Mollusca,30256,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","striato-squamosus, Lophyrus P. Carpenter, 1856 [in 1855-1857]: 192"
"Anomya striatula Oppel, 1856",Anomya striatula,Anomia striatula (Oppel 1856),Anomia striatula,true,"striatula, Anomya Oppel, 1856",Mollusca,30260,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","striatula, Anomya Oppel, 1856 [in 1856-1858], Die Juraformation, p. 227"" [Quoted from Dumortier, 1869 [in 1864-1869], 3:145.]"
"Psevdoliva striatula A. Adams, 1853",Psevdoliva striatula,"Pseudoliva striatula A. Adams, 1855",Pseudoliva striatula,true,"striatula, Psevdoliva A. Adams, 1853",Mollusca,30275,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","striatula, Psevdoliva A. Adams, 1853g:184; G. Sowerby, 1859 [in 1847-1886]:74, plate 206: figures 3, 4"
"Limnaeus ovatus stubeli Reibisch, 1865",Limnaeus ovatus stubeli,"Limnaeus ovatus var. stuebeli Reibisch, 1865",Limnaeus ovatus stuebeli,true,"stubeli, Limnaeus ovatus Reibisch, 1865",Mollusca,30408,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","stubeli, Limnaeus ovatus Reibisch, 1865, 12:131"
"Alvcaeus stylifer Benson, 1857",Alvcaeus stylifer,"Alycaeus (Dicharax) stylifer W. H. Benson, 1857",Alycaeus stylifer,true,"stylifer, Alvcaeus Benson, 1857",Mollusca,30432,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","stylifer, Alvcaeus Benson, 1857a, 19:204; Pfeiffer, 1860 [in 1854- 1869], 1:128, plate 35: figures 24-27"
"Leplinaria stylodon Shuttleworth, 1854",Leplinaria stylodon,"Leptinaria stylodon Shuttleworth, 1854",Leptinaria stylodon,true,"stylodon, Leplinaria Shuttleworth, 1854",Mollusca,30437,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","stylodon, Leplinaria Shuttleworth, 1854a:50"
"Caecum semicinctum subactuta Folin, 1867",Caecum semicinctum subactuta,"Caecum semicinctum var. subacuta de Folin, 1867",Caecum semicinctum subacuta,true,"subactuta, Caecum semicinctum Folin, 1867",Mollusca,30449,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","subactuta, Caecum semicinctum Folin, 1867a:42"
"Cardinia sub-angulata Swallow, in Swallow and Hawn, 1858",Cardinia sub-angulata,Cardinia subangulata,Cardinia subangulata,true,"sub-angulata, Cardinia Swallow, in Swallow and Hawn, 1858",Mollusca,30499,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","sub-angulata, Cardinia Swallow, in Swallow and Hawn, 1858, 1:192"
"Caecum sub-annulatum Folin, 1870",Caecum sub-annulatum,"Caecum subannulatum de Folin, 1870",Caecum subannulatum,true,"sub-annulatum, Caecum Folin, 1870",Mollusca,30528,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","sub-annulatum, Caecum Folin, 1870 [in 1867-1871], 1:230, plate 29: figures 9, 10"
"Helix subcallifera Lowe, in Reeve, 1854",Helix subcallifera,"Helix subcalliferus Reeve, 1854",Helix subcalliferus,true,"subcallifera, Helix Lowe, in Reeve, 1854",Mollusca,30566,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","subcallifera, Helix Lowe, in Reeve, 1854 [in 1851-1870], 7(Helix): plate 210: species 1494"
"Spiraxis subcalloxa Pfeiffer, 1855",Spiraxis subcalloxa,"Spiraxis subcallosa L. Pfeiffer, 1855",Spiraxis subcallosa,true,"subcalloxa, Spiraxis Pfeiffer, 1855",Mollusca,30568,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","subcalloxa, Spiraxis Pfeiffer, 1855j:99"
"Cypraea subcolumbaria Orbigny, 1852",Cypraea subcolumbaria,"Cypraea subcolombaria d'Orbigny, 1852",Cypraea subcolombaria,true,"subcolumbaria, Cypraea Orbigny, 1852",Mollusca,30637,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","subcolumbaria, Cypraea Orbigny, 1852 (in 1850-1852], 3:9"
"Lucina subcopulorum Orbigny, 1852",Lucina subcopulorum,"Lucina subscopulorum d'Orbigny, 1852",Lucina subscopulorum,true,"subcopulorum, Lucina Orbigny, 1852",Mollusca,30666,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","subcopulorum, Lucina Orbigny, 1852 [in 1850-1852], 3:116"
"Turbonilla sub-coronata Holmes, 1860",Turbonilla sub-coronata,Turbonilla subcoronata Holmes 1859,Turbonilla subcoronata,true,"sub-coronata, Turbonilla Holmes, 1860",Mollusca,30672,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","sub-coronata, Turbonilla Holmes, 1860 [in 1858-1860]:87, plate 13: figures 12 a,b"
"Voluta subcostata Orbigny, 1852",Voluta subcostata,"Voluta subcostaria d'Orbigny, 1852",Voluta subcostaria,true,"subcostata, Voluta Orbigny, 1852",Mollusca,30684,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","subcostata, Voluta Orbigny, 1852 [in 1850-1852], 3:10"
"Pleurotomaria subdepressa Orbigny, 1854",Pleurotomaria subdepressa,Pleurotomaria subdepressus,Pleurotomaria subdepressus,true,"subdepressa, Pleurotomaria Orbigny, 1854",Mollusca,30743,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","subdepressa, Pleurotomaria Orbigny, 1854 (in 1850-1860], 2:446, plate 364: figures 7-10 516 SMITHSONIAN CONTRIBUTIONS TO ZOOLOGY"
"Acteon subellipticus Meek and Hayden, 1856",Acteon subellipticus,Actaeon subellipticus,Actaeon subellipticus,true,"subellipticus, Acteon Meek and Hayden, 1856",Mollusca,30784,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","subellipticus, Acteon Meek and Hayden, 1856a, 8:63"
"Phaladomya subelongata Meek, 1858",Phaladomya subelongata,Pholadomya subelongata Meek 1857,Pholadomya subelongata,true,"subelongata, Phaladomya Meek, 1858",Mollusca,30790,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","subelongata, Phaladomya Meek, 1858, 4:42"
"Helix sub-labyrinthica F. Edwards, 1852",Helix sub-labyrinthica,"Helix sublabyrinthica F. E. Edwards, 1852",Helix sublabyrinthica,true,"sub-labyrinthica, Helix F. Edwards, 1852",Mollusca,30927,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","sub-labyrinthica, Helix F. Edwards, 1852 [in 1852-1877], 2:69. plate 11: figures 4 a-c"
