Name,NameCanonical,Reconcile,ReconcileCanonical,IsDiffCanonical,OrigName,Phylum,LineNum,DatasetIDs,Line
"Helix pellis-lacerti Reeve, 1852",Helix pellis-lacerti,"Helix pellislacerti Reeve, 1852",Helix pellislacerti,true,"pellis-lacerti, Helix Reeve, 1852",Mollusca,23656,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","pellis-lacerti, Helix Reeve, 1852 [in 1851-1870], 7(Helix): plate 135: species 841"
"Nerita pellis-serpentis Reeve, 1855",Nerita pellis-serpentis,"Nerita pellisserpentis Reeve, 1855",Nerita pellisserpentis,true,"pellis-serpentis, Nerita Reeve, 1855",Mollusca,23658,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","pellis-serpentis, Nerita Reeve, 1855 [in 1851-1870], 9(Nerita): plate 19: species 83"
"Litorina philippii penicillata P. Carpenter, 1864",Litorina philippii penicillata,"Littorina philippii var. penicillata Carpenter, 1864",Littorina philippii penicillata,true,"penicillata, Litorina philippii P. Carpenter, 1864",Mollusca,23710,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","penicillata, Litorina philippii P. Carpenter, 1864d, 13:477"
"Cerithium pentacostae C. Moore, 1867",Cerithium pentacostae,"Cerithium pentecostae Moore, 1867",Cerithium pentecostae,true,"pentacostae, Cerithium C. Moore, 1867",Mollusca,23727,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","pentacostae, Cerithium C. Moore, 1867, 23:542, plate 14: figure 13"
"Gadinia pentegoniostoma Sowerby, in P. Carpenter, 1856",Gadinia pentegoniostoma,Gadinia pentigoniostoma,Gadinia pentigoniostoma,true,"pentegoniostoma, Gadinia Sowerby, in P. Carpenter, 1856",Mollusca,23733,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","pentegoniostoma, Gadinia Sowerby, in P. Carpenter, 1856 [in 1855- 1857]:212"
"Denialium perarmatum Ryckholt, 1852",Denialium perarmatum,Dentalium perarmatum de Ryckholt 1847,Dentalium perarmatum,true,"perarmatum, Denialium Ryckholt, 1852",Mollusca,23751,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","perarmatum, Denialium Ryckholt, 1852 [in 1852-1862], 1:67, plate 2: figures 39, 40"
"Bulla (Bullea) perdicina Menke, 1853",Bulla perdicina,"Bulla perdicinia Menke, 1853",Bulla perdicinia,true,"perdicina, Bulla (Bullea) Menke, 1853",Mollusca,23767,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","perdicina, Bulla (Bullea) Menke, 1853c, 10:140"
"Cardium perezi Bellardi, 1852",Cardium perezi,Cardium peresii,Cardium peresii,true,"perezi, Cardium Bellardi, 1852",Mollusca,23793,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","perezi, Cardium Bellardi, 1852, 4:240, plate H [19]: figures 2-5"
"Cardium pereziforme Schauroth, 1865",Cardium pereziforme,"Cardium pereziformis Schauroth, 1865",Cardium pereziformis,true,"pereziforme, Cardium Schauroth, 1865",Mollusca,23799,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","pereziforme, Cardium Schauroth, 1865:209, plate 18: figure 9"
"Trochus perinanus Orbigny, 1852",Trochus perinanus,Trochus perinianus,Trochus perinianus,true,"perinanus, Trochus Orbigny, 1852",Mollusca,23825,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","perinanus, Trochus Orbigny, 1852 [in 1850-1860], 2:266, plate 310: figures 12, 13"
"Pleurotoma perplaxa Deshayes, 1865",Pleurotoma perplaxa,"Pleurotoma perplexa Deshayes, 1865",Pleurotoma perplexa,true,"perplaxa, Pleurotoma Deshayes, 1865",Mollusca,23890,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","perplaxa, Pleurotoma Deshayes, 1865 (in 1856-1865], 3:395; as perplexa, errata 3:666, plate 99: figures 10-12"
"Hydrobia perrisi Dupuy, 1851",Hydrobia perrisi,"Hydrobia perrisii Dupuy, 1851",Hydrobia perrisii,true,"perrisi, Hydrobia Dupuy, 1851",Mollusca,23909,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","perrisi, Hydrobia Dupuy, 1851 [in 1847-1852]:563, plate 28: figure 3"
"Pecten pes-anatis Reeve, 1852",Pecten pes-anatis,"Pecten pesanatis Reeve, 1852",Pecten pesanatis,true,"pes-anatis, Pecten Reeve, 1852",Mollusca,23981,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","pes-anatis, Pecten Reeve, 1852 [in 1851-1870], 8(Pecten): plate 6: species 28"
"Lucina pes-anseris Mayer, 1857",Lucina pes-anseris,Lucina pesanseris,Lucina pesanseris,true,"pes-anseris, Lucina Mayer, 1857",Mollusca,23982,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","pes-anseris, Lucina Mayer, 1857 [in 1856-1857], 6:57"
"Donax petalina Deshayes, 1854",Donax petalina,Donax petallinus Desh,Donax petallinus,true,"petalina, Donax Deshayes, 1854",Mollusca,23990,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","petalina, Donax Deshayes, 1854c:350; as peiallina. Reeve, 1854 [in 1851-1870], 8(Donax): plate 8: species 51"
"Limax phaeniciacus Bourguignat, 1853",Limax phaeniciacus,"Limax phoeniciaca Bourguignat, 1852",Limax phoeniciaca,true,"phaeniciacus, Limax Bourguignat, 1853",Mollusca,24084,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","phaeniciacus, Limax Bourguignat, 1853e, plate 1: figures 1-4 [variation in spelling of phoeniciaca]"
"Limax pheniciacus Bourguignat, 1853",Limax pheniciacus,"Limax phoeniciaca Bourguignat, 1852",Limax phoeniciaca,true,"pheniciacus, Limax Bourguignat, 1853",Mollusca,24111,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","pheniciacus, Limax Bourguignat, 1853e:4 [variation in spelling of phoeniciaca]"
"Mytilus philippi Orbigny, 1852",Mytilus philippi,"Mutilus (Aurila) philippii (Reuss, 1850) Ruggieri, 1962",Mutilus philippii,true,"philippi, Mytilus Orbigny, 1852",Mollusca,24131,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","philippi, Mytilus Orbigny, 1852 [in 1850-1852], 3:126"
"Tylacodes decussatus philippinensis Mörch, 1862",Tylacodes decussatus philippinensis,Thylacodes decussata var. philippinensis,Thylacodes decussata philippinensis,true,"philippinensis, Tylacodes decussatus Mörch, 1862",Mollusca,24164,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","philippinensis, Tylacodes decussatus Mörch, 1862 [in 1861- 1862J.75"
"Limnaea peregra picta Jeffreys, 1862",Limnaea peregra picta,Limnoea peregra var. picta,Limnoea peregra picta,true,"picta, Limnaea peregra Jeffreys, 1862",Mollusca,24235,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","picta, Limnaea peregra Jeffreys, 1862 [in 1862-1869], 1:105"
"Macrochilus pinguis Winchell, 1863",Macrochilus pinguis,Macrocheilus pinguis (Winchell 1863),Macrocheilus pinguis,true,"pinguis, Macrochilus Winchell, 1863",Mollusca,24359,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","pinguis, Macrochilus Winchell, 1863:21"
"Cardina piriformis Terquem and Piette, 1865",Cardina piriformis,"Cardinia piriformis Terquem & Piette, 1865",Cardinia piriformis,true,"piriformis, Cardina Terquem and Piette, 1865",Mollusca,24383,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","piriformis, Cardina Terquem and Piette, 1865, 8:80, plate 9 [8]: figures 1-3"
"Hipponyx planatus P. Carpenter, 1856",Hipponyx planatus,"Hipponix planatus Carpenter, 1857",Hipponix planatus,true,"planatus, Hipponyx P. Carpenter, 1856",Mollusca,24461,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","planatus, Hipponyx P. Carpenter, 1856 [in 1855-1857]:298"
"Conus planilaratus G. Sowerby, 1870",Conus planilaratus,"Conus planiliratus G. B. Sowerby II, 1870",Conus planiliratus,true,"planilaratus, Conus G. Sowerby, 1870",Mollusca,24482,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","planilaratus, Conus G. Sowerby, 1870:255, plate 22: figure 1"
"Nucula planomarginata Meek and Hayden, 1856",Nucula planomarginata,Nucula planimarginata Meek and Hayden 1857,Nucula planimarginata,true,"planomarginata, Nucula Meek and Hayden, 1856",Mollusca,24502,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","planomarginata, Nucula Meek and Hayden, 1856c, 8:85"
"Planorris planulatus W. Cooper, 1860",Planorris planulatus,"Planorbis planulatus W. Cooper, 1860",Planorbis planulatus,true,"planulatus, Planorris W. Cooper, 1860",Mollusca,24549,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","planulatus, PlanorrisW. Cooper, 1860a, I2(2):378; 1860b:378"
"Modiolopsis planus Hall, 1861",Modiolopsis planus,Modiolopsis plana,Modiolopsis plana,true,"planus, Modiolopsis Hall, 1861",Mollusca,24554,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","planus, Modiolopsis Hall, 1861b:30"
"Ancylus platylenus Bourguignat, 1862",Ancylus platylenus,"Ancylus platilenus Bourguignat, 1864",Ancylus platilenus,true,"platylenus, Ancylus Bourguignat, 1862",Mollusca,24564,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","platylenus, Ancylus Bourguignat, 1862e:201; 1864c, 2:200, plate 12: figures 50-53"
"Pleurotoma plebeja Fuchs, 1870",Pleurotoma plebeja,Pleurotoma plebeia,Pleurotoma plebeia,true,"plebeja, Pleurotoma Fuchs, 1870",Mollusca,24585,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","plebeja, Pleurotoma Fuchs, 1870a, 30(2): 190, plate 9: figures 39, 40"
"Odostomia plicatulum Deshayes, 1861",Odostomia plicatulum,Odostomia plicatula,Odostomia plicatula,true,"plicatulum, Odostomia Deshayes, 1861",Mollusca,24669,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","plicatulum, Odostomia Deshayes, 1861 [in 1856-1865], atlas 2: plate 19: figures 4-6; 1862 [in 1856-1865], 2:554"
"Turbo polita C. Moore, 1866",Turbo polita,Turbo politus,Turbo politus,true,"polita, Turbo C. Moore, 1866",Mollusca,24776,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","polita, Turbo C. Moore, 1866 [in 1865-1866]:95, plate 6: figures 17, 18"
"Ostrea polyphemus Coquand, 1865",Ostrea polyphemus,Ostrea polyphemi,Ostrea polyphemi,true,"polyphemus, Ostrea Coquand, 1865",Mollusca,24840,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","polyphemus, Ostrea Coquand, 1865, 3:358, plate 27: figures 1-4; 1869:170, plate 67: figures 1-4; plate 75: figures 16, 17"
"Macrocheilus ponderosus Swallow, in Shumard and Swallow, 1858",Macrocheilus ponderosus,Macrochilus ponderosum (Swallow 1858),Macrochilus ponderosum,true,"ponderosus, Macrocheilus Swallow, in Shumard and Swallow, 1858",Mollusca,24879,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","ponderosus, Macrocheilus Swallow, in Shumard and Swallow, 1858, 1:202"
"Thersitea pondorosa Coquand, 1862",Thersitea pondorosa,"Thersitea ponderosa Coquand, 1862",Thersitea ponderosa,true,"pondorosa, Thersitea Coquand, 1862",Mollusca,24885,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","pondorosa, Thersitea Coquand, 1862, 2:268, plate 29: figures 30, 31"
"Helix portei Pfeiffer, 1868",Helix portei,Helix portii Pfeiffer,Helix portii,true,"portei, Helix Pfeiffer, 1868",Mollusca,24937,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","portei, Helix Pfeiffer, 1868 [in 1853-1877], 5:282 [variation in spelling of portii]"
"Mulinea portoricensis Shuttleworth, 1856",Mulinea portoricensis,"Mulinia portoricensis Shuttleworth, 1856",Mulinia portoricensis,true,"portoricensis, Mulinea Shuttleworth, 1856",Mollusca,24960,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","portoricensis, Mulinea Shuttleworth, 1856a, 5:174"
"Unio powelli Lea, 1852",Unio powelli,"Unio powellii I. Lea, 1852",Unio powellii,true,"powelli, Unio Lea, 1852",Mollusca,24988,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","powelli, Unio Lea, 1852a, 10:270, plate 19: figure 25; G. Sowerby, 1868, [in 1865-1870], 16(Unio): plate 70: species 359"
"Crossostoma prattii Morris and Lycett, 1854",Crossostoma prattii,Crossostoma pratti Morris & Lycett 1851,Crossostoma pratti,true,"prattii, Crossostoma Morris and Lycett, 1854",Mollusca,25060,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","prattii, Crossostoma Morris and Lycett, 1854 [in 1853-1854], 1:72, plate 11: figure 21 a"
"Pecten prestwichii Deshayes, 1858",Pecten prestwichii,"Pecten prestwichi Koenen, 1885",Pecten prestwichi,true,"prestwichii, Pecten Deshayes, 1858",Mollusca,25076,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","prestwichii, Pecten Deshayes, 1858 [in 1856-1865], atlas 1: plate 79: figures 4-6; 1861 [in 1856-1865], 2:75 [variation in spelling of prestvichii]"
"Doris pretiosa Kelaart, 1859",Doris pretiosa,"Doris preciosa Kelaart, 1858",Doris preciosa,true,"pretiosa, Doris Kelaart, 1859",Mollusca,25081,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","pretiosa, Doris Kelaart, 1859a, 3:295"
"Odostomia primaevum Deshayes, 1861",Odostomia primaevum,"Odostomia primaeva Deshayes, 1861",Odostomia primaeva,true,"primaevum, Odostomia Deshayes, 1861",Mollusca,25108,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","primaevum, Odostomia Deshayes, 1861 [in 1856-1865], atlas 2: plate 19: figures 31, 32; 1862 [in 1856-1865], 2:556"
"Teinostoma priseum Deshayes, 1863",Teinostoma priseum,"Teinostoma priscum Deshayes, 1863",Teinostoma priscum,true,"priseum, Teinostoma Deshayes, 1863",Mollusca,25153,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","priseum, Teinosloma Deshayes, 1863 [in 1856-1865], 2:923, plate 62: figures 33-36"
"Cerithium proavus Deshayes, 1864",Cerithium proavus,"Cerithium proavum Deshayes, 1864",Cerithium proavum,true,"proavus, Cerithium Deshayes, 1864",Mollusca,25162,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","proavus, Cerithium Deshayes, 1864 [in 1856-1865], 3:135, plate 77: figure 22"
"Melanopsis proboscidrus Deshayes, 1862",Melanopsis proboscidrus,"Melanopsis proboscideus Deshayes, 1862",Melanopsis proboscideus,true,"proboscidrus, Melanopsis Deshayes, 1862",Mollusca,25179,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","proboscidrus, Melanopsis Deshayes, 1862 [in 1856-1865], 2:471, plate 31: figures 18-24"
"Trigona producta Lycett, in T. Wright, 1860",Trigona producta,"Trigonia producta Lycett, 1860",Trigonia producta,true,"producta, Trigona Lycett, in T. Wright, 1860",Mollusca,25236,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","producta, Trigona Lycett, in T. Wright, 1860a, 16:45"
"Ferussacia proechia Bourguignat, 1864",Ferussacia proechia,"Ferussacia proecha Bourguignat, 1863",Ferussacia proecha,true,"proechia, Ferussacia Bourguignat, 1864",Mollusca,25246,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","proechia, Ferussacia Bourguignat, 1864c, 2:29, 44, plate 3: figures 26-28"
"Crassatella protensa Michelotti, 1861",Crassatella protensa,Crassatilla protensa Mich.,Crassatilla protensa,true,"protensa, Crassatella Michelotti, 1861",Mollusca,25318,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","protensa, Crassatella Michelotti, 1861, 15:67, plate 7: figure 18"
"Clausilia proxima Walderdorff, 1864",Clausilia proxima,Clausilia proximo Walderdorff 1864,Clausilia proximo,true,"proximo, Clausilia Walderdorff, 1864",Mollusca,25342,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","proximo, Clausilia Walderdorff, 1864, 14:508"
"Cerithium pseudo-clavulus Orbigny, 1852",Cerithium pseudo-clavulus,"Cerithium pseudoclavulus d'Orbigny, 1852",Cerithium pseudoclavulus,true,"pseudo-clavulus, Cerithium Orbigny, 1852",Mollusca,25404,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","pseudo-clavulus, Cerithium Orbigny, 1852 [in 1850-1852], 3:83"
"Nerita pseudo-concava Orbigny, 1852",Nerita pseudo-concava,Nerita pseudoconcava,Nerita pseudoconcava,true,"pseudo-concava, Nerita Orbigny, 1852",Mollusca,25405,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","pseudo-concava, Nerita Orbigny, 1852 [in 1850-1852], 3:7"
"Cerithium pseudo-corrugatum Orbigny, 1852",Cerithium pseudo-corrugatum,"Cerithium pseudocorrugatum d'Orbigny, 1852",Cerithium pseudocorrugatum,true,"pseudo-corrugatum, Cerithium Orbigny, 1852",Mollusca,25408,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","pseudo-corrugatum, Cerithium Orbigny, 1852 [in 1850-1852], 3:83"
"Pleurotoma pseudo-discors Orbigny, 1852",Pleurotoma pseudo-discors,"Pleurotoma pseudodiscors A. d'Orbigny, 1852",Pleurotoma pseudodiscors,true,"pseudo-discors, Pleurotoma Orbigny, 1852",Mollusca,25416,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","pseudo-discors, Pleurotoma Orbigny, 1852 [in 1850-1852], 3:65"
"Pleurotomaria pseudo-elegans Pictet and Campiche, 1863",Pleurotomaria pseudo-elegans,Pleurotomaria pseudoelegans P. et C.,Pleurotomaria pseudoelegans,true,"pseudo-elegans, Pleurotomaria Pictet and Campiche, 1863",Mollusca,25418,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","pseudo-elegans, Pleurotomaria Pictet and Campiche, 1863 [in 1861- 1871], 3:427, plate 79: figure 3"
"Cypraea pseudo-hirundo Orbigny, 1852",Cypraea pseudo-hirundo,"Cypraea pseudohirundo d'Orbigny, 1852",Cypraea pseudohirundo,true,"pseudo-hirundo, Cypraea Orbigny, 1852",Mollusca,25429,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","pseudo-hirundo, Cypraea Orbigny, 1852 [in 1850-1852], 3:49"
"Cypraea pseudo-mus Orbigny, 1852",Cypraea pseudo-mus,"Cypraea pseudomus d'Orbigny, 1852",Cypraea pseudomus,true,"pseudo-mus, Cypraea Orbigny, 1852",Mollusca,25439,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","pseudo-mus, Cypraea Orbigny, 1852 [in 1850-1852], 3:48"
"Arca pseudo-noe Orbigny, 1852",Arca pseudo-noe,Arca pseudonoe,Arca pseudonoe,true,"pseudo-noe, Arca Orbigny, 1852",Mollusca,25440,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","pseudo-noe, Arca Orbigny, 1852 [in 1850-1852], 3:123, 185"
"Lymnea pseudo-ovata Orbigny, 1852",Lymnea pseudo-ovata,"Lymnea pseudoovata d'Orbigny, 1852",Lymnea pseudoovata,true,"pseudo-ovata, Lymnea Orbigny, 1852",Mollusca,25442,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","pseudo-ovata, Lymnea Orbigny, 1852 [in 1850-1852], 3:26"
"Lymnea pseudo-palustris Orbigny, 1852",Lymnea pseudo-palustris,"Lymnea pseudopalustris d'Orbigny, 1852",Lymnea pseudopalustris,true,"pseudo-palustris, Lymnea Orbigny, 1852",Mollusca,25443,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","pseudo-palustris, Lymnea Orbigny, 1852 [in 1850-1852], 3:26"
"Tochomorpha abrochroa pseudoplanorbis Mousson, 1870",Tochomorpha abrochroa pseudoplanorbis,"Trochomorpha abrochroa var. pseudoplanorbis Mousson, 1870",Trochomorpha abrochroa pseudoplanorbis,true,"pseudoplanorbis, Tochomorpha abrochroa Mousson, 1870",Mollusca,25445,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","pseudoplanorbis, Tochomorpha abrochroa Mousson, 1870, 18:123"
"Limnaea pseudostagnalis Malzine, 1867",Limnaea pseudostagnalis,Limnoea pseudostagnalis Malzine 1867,Limnoea pseudostagnalis,true,"pseudostagnalis, Limnaea Malzine, 1867",Mollusca,25452,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","pseudostagnalis, Limnaea Malzine, 1867b:94, plate 2: figures 5, 6"
"Turritella pseudo-suturalis Orbigny, 1852",Turritella pseudo-suturalis,"Turritella pseudosuturalis d'Orbigny, 1852",Turritella pseudosuturalis,true,"pseudo-suturalis, Turritella Orbigny, 1852",Mollusca,25453,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","pseudo-suturalis, Tunitella Orbigny, 1852 [in 1850-1852], 3:33"
"Cerithium pseudo-tiarella Orbigny, 1852",Cerithium pseudo-tiarella,"Cerithium pseudotiarella d'Orbigny, 1852",Cerithium pseudotiarella,true,"pseudo-tiarella, Cerithium Orbigny, 1852",Mollusca,25455,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","pseudo-tiarella, Cerithium Orbigny, 1852 [in 1850-1852], 3:81"
"Ranella pseudo-tuberosa Orbigny, 1852",Ranella pseudo-tuberosa,Ranella pseudotuberosa Orbig.,Ranella pseudotuberosa,true,"pseudo-tuberosa, Ranella Orbigny, 1852",Mollusca,25456,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","pseudo-tuberosa, Ranella Orbigny, 1852 [in 1850-1852], 3:77"
"Mytilus psilinotus Ryckholt, 1852",Mytilus psilinotus,Mytilus psilonoti,Mytilus psilonoti,true,"psilinotus, Mytilus Ryckholt, 1852",Mollusca,25465,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","psilinotus, Mytilus Ryckholt, 1852 [in 1852-1862], 1:145, plate 9: figures 1, 2"
"Nerinea pudica Gemmellaro, 1865",Nerinea pudica,Nerine pudica,Nerine pudica,true,"pudica, Nerinea Gemmellaro, 1865",Mollusca,25510,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","pudica, Nerinea Gemmellaro, 1865, 1:22, plate 3; figures 17-19"
"Macrocheilus pulchellus Meek and Hayden, in Meek and Worthen, 1860",Macrocheilus pulchellus,Macrocheilus pulchella M. & W.,Macrocheilus pulchella,true,"pulchellus, Macrocheilus Meek and Hayden, in Meek and Worthen, 1860",Mollusca,25600,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","pulchellus, Macrocheilus Meek and Hayden, in Meek and Worthen, 1860:467"
"Cytherea pumila E. Rbmer, 1860",Cytherea pumila,Cythere pumila,Cythere pumila,true,"pumila, Cytherea E. Rbmer, 1860",Mollusca,25700,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","pumila, Cytherea E. Rbmer, 1860a, 7:153; 1869 [in 1864-1872], 1: 74, plate 21: figure 2"
"Plecotrema punctato-striata H. Adams and A. Adams, 1853",Plecotrema punctato-striata,"Plecotrema punctatostriata H. Adams & A. Adams, 1854",Plecotrema punctatostriata,true,"punctato-striata, Plecotrema H. Adams and A. Adams, 1853",Mollusca,25744,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","punctato-striata, Plecotrema H. Adams and A. Adams, 1853:121"
"Gibbula puncto-costata A. Adams, 1851",Gibbula puncto-costata,"Gibbula punctocostata A. Adams, 1853",Gibbula punctocostata,true,"puncto-costata, Gibbula A. Adams, 1851",Mollusca,25781,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","puncto-costata, Gibbula A. Adams, 1851d: 187"
"Scabricula puncto-lirata A. Adams, 1864",Scabricula puncto-lirata,"Scabricula punctolirata A. Adams, 1864",Scabricula punctolirata,true,"puncto-lirata, Scabricula A. Adams, 1864",Mollusca,25783,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","puncto-lirata, Scabricula A. Adams, 1864i, 7:199"
"Alaba puncto-striata Gould, 1861",Alaba puncto-striata,"Alaba punctostriata A. Gould, 1861",Alaba punctostriata,true,"puncto-striata, Alaba Gould, 1861",Mollusca,25784,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","puncto-striata, Alaba Gould, 1861a, 7:400"
